path	sentence
merged_clips\clip_011742.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我有幾位朋友的兄弟
merged_clips\clip_011743.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 在衙門做事
merged_clips\clip_011744.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我請他們幫忙打聽看看
merged_clips\clip_011745.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 真的嗎
merged_clips\clip_011746.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 拜託你了
merged_clips\clip_011747.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳公子拜託你
merged_clips\clip_011748.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 否則我真的不知道該怎麼辦
merged_clips\clip_011749.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 拜託你
merged_clips\clip_011750.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了太陽這麼大
merged_clips\clip_011751.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳的腳尚未痊癒
merged_clips\clip_011752.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 先回去休息吧
merged_clips\clip_011753.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有任何消息
merged_clips\clip_011754.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我會馬上通知妳
merged_clips\clip_011755.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 聽我的話先回去
merged_clips\clip_011756.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 去吧
merged_clips\clip_011757.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 看來這個狗官根本想抓我頂罪
merged_clips\clip_011758.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 狗官你知道我是誰嗎
merged_clips\clip_011759.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 知道當然知道
merged_clips\clip_011760.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳是一個不知死活
merged_clips\clip_011761.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一天到晚只會巴結男人的
merged_clips\clip_011762.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 青樓老鴇
merged_clips\clip_011763.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼會不知道
merged_clips\clip_011764.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 放我下來
merged_clips\clip_011765.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 會怕就好
merged_clips\clip_011766.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 嘴巴很囂張嗎
merged_clips\clip_011767.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說真的
merged_clips\clip_011768.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 像妳那麼漂亮的臉蛋
merged_clips\clip_011769.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果被毀容了
merged_clips\clip_011770.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我也很心疼
merged_clips\clip_011771.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說只要妳說
merged_clips\clip_011772.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好好跟我配合
merged_clips\clip_011773.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 就放妳下來
merged_clips\clip_011774.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你真想知道嗎
merged_clips\clip_011775.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好啊你靠過來
merged_clips\clip_011776.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我告訴你
merged_clips\clip_011777.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這就對了
merged_clips\clip_011778.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 本府一向最憐香惜玉了
merged_clips\clip_011779.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說
merged_clips\clip_011780.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 光明會
merged_clips\clip_011781.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳說啥啊大聲點
merged_clips\clip_011782.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 叫妳大聲點妳沒聽到是不是
merged_clips\clip_011783.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說清楚
merged_clips\clip_011784.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我誅你九族狗官
merged_clips\clip_011785.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳說啥
merged_clips\clip_011786.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳要誅我九族啊
merged_clips\clip_011787.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你們聽聽
merged_clips\clip_011788.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有不有趣
merged_clips\clip_011789.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她說要誅我九族
merged_clips\clip_011790.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好不好笑啊
merged_clips\clip_011791.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 太好笑了
merged_clips\clip_011792.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳這個瘋婆子
merged_clips\clip_011793.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 竟然敢說妳要誅我九族
merged_clips\clip_011794.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳知道我是誰嗎
merged_clips\clip_011795.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我堂堂朝廷四品命官
merged_clips\clip_011796.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳當妳是當今的皇上啊
merged_clips\clip_011797.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳要誅我九族
merged_clips\clip_011798.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 儘管笑吧
merged_clips\clip_011799.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 等你死到臨頭
merged_clips\clip_011800.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我讓你連哭都哭不出來
merged_clips\clip_011801.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳這個瘋婆子
merged_clips\clip_011802.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我殺了妳
merged_clips\clip_011803.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 然後毀了天水樓跟妳一起陪葬
merged_clips\clip_011804.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如何
merged_clips\clip_011805.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怕了吧
merged_clips\clip_011806.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這塊鐵早已冷了
merged_clips\clip_011807.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但別高興
merged_clips\clip_011808.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我去換一塊熱的
merged_clips\clip_011809.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 換塊正熱的
merged_clips\clip_011810.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說不說
merged_clips\clip_011811.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不可能
merged_clips\clip_011812.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不可能
merged_clips\clip_011813.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 千萬不要怪我
merged_clips\clip_011814.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不知道烙哪裡比較好呢
merged_clips\clip_011815.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 烙這裡
merged_clips\clip_011816.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還是烙這裡
merged_clips\clip_011817.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還是烙這裡呢
merged_clips\clip_011818.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不過烙這裡萬一毀容
merged_clips\clip_011819.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果妳後悔了
merged_clips\clip_011820.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不是很可惜嗎
merged_clips\clip_011821.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我看乾脆這樣吧
merged_clips\clip_011822.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 換個看不見的地方
merged_clips\clip_011823.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你想做什麼
merged_clips\clip_011824.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 做什麼
merged_clips\clip_011825.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你這個狗官放開我
merged_clips\clip_011826.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我烙這裡 大人...
merged_clips\clip_011827.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼了
merged_clips\clip_011828.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人陳志寬在偏廳求見
merged_clips\clip_011829.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這傢伙現在來做什麼
merged_clips\clip_011830.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人
merged_clips\clip_011831.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天我為了官老闆的...
merged_clips\clip_011832.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 別再說了陳志寬
merged_clips\clip_011833.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 今天在天水樓
merged_clips\clip_011834.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你對本府十分無禮
merged_clips\clip_011835.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這件事我念及你是地方仕紳
merged_clips\clip_011836.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以不予追究
merged_clips\clip_011837.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但是
merged_clips\clip_011838.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你對殺死朝廷命官的兇手
merged_clips\clip_011839.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 非常非常關心
merged_clips\clip_011840.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 難道不怕我把你當共犯嗎
merged_clips\clip_011841.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不大人你誤會了
merged_clips\clip_011842.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆
merged_clips\clip_011843.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼可能是殺死金大人的兇手
merged_clips\clip_011844.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我怕大人抓錯人
merged_clips\clip_011845.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 滅了你的威風
merged_clips\clip_011846.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在你憑哪一點說我抓錯人
merged_clips\clip_011847.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你很了解她嗎
merged_clips\clip_011848.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 了解她的出身
merged_clips\clip_011849.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還是你跟她很熟嗎
merged_clips\clip_011850.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我...
merged_clips\clip_011851.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼可能
merged_clips\clip_011852.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我跟她素不相識
merged_clips\clip_011853.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你憑什麼說
merged_clips\clip_011854.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她不是殺死金大人的兇手
merged_clips\clip_011855.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我看她是個弱女子
merged_clips\clip_011856.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 手無縛雞之力
merged_clips\clip_011857.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 怎麼可能是兇手
merged_clips\clip_011858.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 而且昨晚我們宴請金大人
merged_clips\clip_011859.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大家都在場
merged_clips\clip_011860.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以請大人
merged_clips\clip_011861.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一定要查清楚這件事
merged_clips\clip_011862.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你現在什麼意思
merged_clips\clip_011863.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說我冤枉她
merged_clips\clip_011864.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 抓錯人了嗎
merged_clips\clip_011865.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你要了解
merged_clips\clip_011866.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 就算她不是殺死金大人的人
merged_clips\clip_011867.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 也可能是主謀
merged_clips\clip_011868.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 指使別人下手
merged_clips\clip_011869.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人
merged_clips\clip_011870.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了
merged_clips\clip_011871.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳志寬你要知道
merged_clips\clip_011872.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 本官願意見你
merged_clips\clip_011873.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 算是給你天大的面子
merged_clips\clip_011874.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 金大人被殺
merged_clips\clip_011875.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 朝廷非常不悅、非常震怒
merged_clips\clip_011876.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 命本官無論如何
merged_clips\clip_011877.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一定要抓到兇手
merged_clips\clip_011878.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 如果抓不到兇手
merged_clips\clip_011879.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 本官也會有事
merged_clips\clip_011880.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不光我有事
merged_clips\clip_011881.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 整個大稻埕會鬧得雞犬不寧
merged_clips\clip_011882.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在最重要的是
merged_clips\clip_011883.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆身上掉下來的飛鏢
merged_clips\clip_011884.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 跟光明會的一樣
merged_clips\clip_011885.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 而且也跟殺死金大人的一樣
merged_clips\clip_011886.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你想想看
merged_clips\clip_011887.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆可能脫得了關係嗎
merged_clips\clip_011888.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不大人
merged_clips\clip_011889.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這件事是這樣的
merged_clips\clip_011890.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我... 陳志寬你聽清楚
merged_clips\clip_011891.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 適可而止
merged_clips\clip_011892.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不要太過分了
merged_clips\clip_011893.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你處處關心官老闆的事
merged_clips\clip_011894.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 萬一查出什麼線索
merged_clips\clip_011895.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 與官老闆有關
merged_clips\clip_011896.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我想保你都保不住
merged_clips\clip_011897.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 知道利害了吧
merged_clips\clip_011898.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 知道這件事的嚴重性了對嗎
merged_clips\clip_011899.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我很忙你可以離開了
merged_clips\clip_011900.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不大人...
merged_clips\clip_011901.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這樣吧
merged_clips\clip_011902.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我是這麼打算的
merged_clips\clip_011903.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 讓我見官老闆一面
merged_clips\clip_011904.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你說笑嗎
merged_clips\clip_011905.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 朝廷重犯是你說見就能見的嗎
merged_clips\clip_011906.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我知道...
merged_clips\clip_011907.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人
merged_clips\clip_011908.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 來
merged_clips\clip_011909.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 拜託...
merged_clips\clip_011910.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳老闆你要了解
merged_clips\clip_011911.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 金大人這件事
merged_clips\clip_011912.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 鬧得整個大稻埕風風雨雨
merged_clips\clip_011913.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 雞犬不寧
merged_clips\clip_011914.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 說真的實在很麻煩
merged_clips\clip_011915.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你千萬千萬
merged_clips\clip_011916.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不要攪和進來
merged_clips\clip_011917.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我知道你放心
merged_clips\clip_011918.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這樣吧
merged_clips\clip_011919.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 只要讓我見一面
merged_clips\clip_011920.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一面就好
merged_clips\clip_011921.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳老闆你...
merged_clips\clip_011922.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你這...
merged_clips\clip_011923.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好吧...
merged_clips\clip_011924.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人請
merged_clips\clip_011925.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆
merged_clips\clip_011926.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆...
merged_clips\clip_011927.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆
merged_clips\clip_011928.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人怎麼把人打成這樣
merged_clips\clip_011929.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆
merged_clips\clip_011930.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人還不快把人放下來
merged_clips\clip_011931.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳老闆我答應你進來看她
merged_clips\clip_011932.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 已經算不錯了
merged_clips\clip_011933.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 千萬不要太過分
merged_clips\clip_011934.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這...
merged_clips\clip_011935.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆
merged_clips\clip_011936.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 官老闆是我陳志寬
merged_clips\clip_011937.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳志寬
merged_clips\clip_011938.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳志寬是我
merged_clips\clip_011939.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳老闆適可而止
merged_clips\clip_011940.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 人已經清醒了
merged_clips\clip_011941.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 看到了吧
merged_clips\clip_011942.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 好了別在這裡妨礙本府辦案
merged_clips\clip_011943.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 聽到沒有
merged_clips\clip_011944.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 大人你根本是屈打成招嘛
merged_clips\clip_011945.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳老闆你現在此話何意
merged_clips\clip_011946.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 本府辦案
merged_clips\clip_011947.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不是你說東是東、說西是西
merged_clips\clip_011948.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不是你作主
merged_clips\clip_011949.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我這麼說哪裡錯了
merged_clips\clip_011950.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 朝廷派你來當父母官
merged_clips\clip_011951.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是保護、愛護我們這些百姓
merged_clips\clip_011952.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 結果呢
merged_clips\clip_011953.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你隨便抓人
merged_clips\clip_011954.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 無憑無據隨便打人
merged_clips\clip_011955.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這樣對嗎
merged_clips\clip_011956.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳老闆
merged_clips\clip_011957.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在你越說越沒有分寸了
merged_clips\clip_011958.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 來人把他揈出去
merged_clips\clip_011959.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是...
merged_clips\clip_011960.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 放人所有事情我扛
merged_clips\clip_011961.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳志寬
merged_clips\clip_011962.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 知道你現在維護的女人是誰嗎
merged_clips\clip_011963.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 她害死朝廷命官
merged_clips\clip_011964.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我可以把你當共犯處理
merged_clips\clip_011965.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我不可能眼睜睜
merged_clips\clip_011966.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 看你冤枉一個無辜者至死
merged_clips\clip_011967.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳志寬你很講義氣嘛
merged_clips\clip_011968.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 為了這個女人
merged_clips\clip_011969.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 知道你這麼做會有什麼後果嗎
merged_clips\clip_011970.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 從今以後
merged_clips\clip_011971.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你很可能
merged_clips\clip_011972.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 沒辦法在大稻埕立足了
merged_clips\clip_011973.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 還有為了這女人
merged_clips\clip_011974.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 你要這麼做嗎
merged_clips\clip_011975.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 會拖累一家老小為你受苦
merged_clips\clip_011976.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這麼做值得嗎
merged_clips\clip_011977.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 陳志寬我勸你還是快走吧
merged_clips\clip_011978.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 再不快走
merged_clips\clip_011979.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我可保不住你了
merged_clips\clip_011980.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 玉娟妳一定要忍耐
merged_clips\clip_011981.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 我會想辦法救妳出去
merged_clips\clip_011982.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳真不簡單
merged_clips\clip_011983.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 一出事馬上有人來救妳
merged_clips\clip_011984.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 但我還是坦白告訴妳
merged_clips\clip_011985.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 完全無效
merged_clips\clip_011986.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 現在只有妳救得了自己
merged_clips\clip_011987.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這是軍機令牌
merged_clips\clip_011988.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 妳可以用它來保護妳
merged_clips\clip_011989.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 有需要的時候
merged_clips\clip_011990.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 也可以調動當地知府
merged_clips\clip_011991.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 派兵來支援妳
merged_clips\clip_011992.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不要輕易洩漏妳的身分
merged_clips\clip_011993.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 能不用盡量別用它
merged_clips\clip_011994.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 多謝王爺
merged_clips\clip_011995.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 台灣環境複雜
merged_clips\clip_011996.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 又離這裡甚遠
merged_clips\clip_011997.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 萬一有危險
merged_clips\clip_011998.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 想支援妳也很困難
merged_clips\clip_011999.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 所以一切得靠妳自己
merged_clips\clip_012000.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 不能這麼輕易說出我的身分
merged_clips\clip_012001.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 事到如今
merged_clips\clip_012002.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 只能跟他們賭了
merged_clips\clip_012003.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 也許還可以引光明會的人現身
merged_clips\clip_012004.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吸
merged_clips\clip_012005.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吐
merged_clips\clip_012006.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吸
merged_clips\clip_012007.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吐
merged_clips\clip_012008.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吸
merged_clips\clip_012009.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 吐
merged_clips\clip_012010.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 停
merged_clips\clip_012011.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 分開
merged_clips\clip_012012.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 這陣子教大家練的虎鶴雙形拳
merged_clips\clip_012013.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 練好了嗎
merged_clips\clip_012014.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 阿成打給大家看
merged_clips\clip_012015.wav	<|startoftranscript|><|nan|><|translate|><|zh|> 是
merged_clips\clip_012016.wav	"<|startoftranscript|><|nan|><|translate|><|zh|> ""龍飛台北城"""
merged_clips\clip_012017.wav	"<|startoftranscript|><|nan|><|translate|><|zh|> ""鳳舞大稻埕"""
merged_clips\clip_012018.wav	"<|startoftranscript|><|nan|><|translate|><|zh|> ""千里路 千里愛"""
merged_clips\clip_012019.wav	"<|startoftranscript|><|nan|><|translate|><|zh|> ""紅塵嘆一聲"""
